,Unnamed: 0,Subject,Start,End,Location,Start Date,Start Time
939,939,Ahmad Mansour's Zoom Meeting,2020-11-13 11:00:00,2020-11-13 11:30:00,https://mckinsey.zoom.us/j/97699022640?pwd=S3UyeER5UXJMVGRRcEhOVVk4ZUp0QT09,2020-11-13,11:00:00
940,940,[EXT]Canceled: [EXT]Canceled: Security - Operational Diligence Workstream Check-In,2020-11-13 13:00:00,2020-11-13 14:00:00,https://rackspace.zoom.us/j/93177502698?pwd=RVlYK3FudlhoS1p0eUphLzU3Z1lzQT09&from=msft,2020-11-13,13:00:00
941,941,RXT security - team happy hour,2020-11-13 14:00:00,2020-11-13 14:30:00,https://mckinsey.zoom.us/j/92128863441?pwd=MDVIRkhHODg1QjhSYlZTNUdzT2UyUT09,2020-11-13,14:00:00
942,942,Security Workstream ,2020-11-16 09:00:00,2020-11-16 10:00:00,https://rackspace.zoom.us/j/2102543759?pwd=MTZaNXdqMG9vWDhiNmtVdGdoUXhnQT09&from=addon,2020-11-16,09:00:00
943,943,[EXT]RE: Our Armor pricing versus buying directly from Armor,2020-11-16 13:00:00,2020-11-16 14:00:00,https://rackspace.zoom.us/j/5129633754,2020-11-16,13:00:00
944,944,Phone call: Aircall Product Partnerships Manager - Danielle <> Kevin Zhang ,2020-11-17 11:00:00,2020-11-17 11:30:00,,2020-11-17,11:00:00
945,945,Security Workstream,2020-11-17 12:00:00,2020-11-17 13:00:00,https://rackspace.zoom.us/j/2102543759?pwd=MTZaNXdqMG9vWDhiNmtVdGdoUXhnQT09&from=addon,2020-11-17,12:00:00
946,946,"RXT security PS (Rich, Gui)",2020-11-17 15:00:00,2020-11-17 15:30:00,https://mckinsey.zoom.us/j/94322670231?pwd=OW5xS2tJWFFpcXZNL1I0N1J4OHpKdz09,2020-11-17,15:00:00
947,947,Security Workstream,2020-11-17 15:30:00,2020-11-17 16:30:00,https://mckinsey.zoom.us/j/98111077339?pwd=d2hidTI0WHlnSnZSVGRqWXBEUkY3QT09,2020-11-17,15:30:00
948,948,[EXT]Canceled: [EXT]Canceled: GTM / Lead Gen Strategy Workstream (wkly),2020-11-17 16:00:00,2020-11-17 16:30:00,https://rackspace.zoom.us/j/99871200816,2020-11-17,16:00:00
949,949,RXT security PS (Rich),2020-11-18 07:00:00,2020-11-18 08:00:00,https://mckinsey.zoom.us/j/94927489228?pwd=RWRPMXhGbzRCbndocTN1ZlJqdXYzUT09,2020-11-18,07:00:00
950,950,RXT PS - Gui,2020-11-18 10:00:00,2020-11-18 10:30:00,https://mckinsey.zoom.us/j/96691070936?pwd=ZGtrdE9PbU9xN1JUYnlncFd0MVFBQT09,2020-11-18,10:00:00
951,951,Canceled: RXT security PS (Rich),2020-11-19 07:00:00,2020-11-19 07:30:00,https://mckinsey.zoom.us/j/94629993265?pwd=TEdsS1l4cWRCd2RtYm5TcmxZbmozdz09,2020-11-19,07:00:00
952,952,Canceled: RXT PS - Gui,2020-11-19 07:30:00,2020-11-19 08:00:00,https://mckinsey.zoom.us/j/93117191212?pwd=eVdqbTI0VXgrNHYvaTlWYmFsRVNOUT09,2020-11-19,07:30:00
953,953,Kevin <> Jeffrey | Phil Video Interview,2020-11-19 12:00:00,2020-11-19 13:00:00,,2020-11-19,12:00:00
954,954,Security Workstream ,2020-11-19 12:00:00,2020-11-19 13:00:00,https://rackspace.zoom.us/j/2102543759?pwd=MTZaNXdqMG9vWDhiNmtVdGdoUXhnQT09&from=addon,2020-11-19,12:00:00
955,955,Rackspace security-- connect on investment case,2020-11-19 13:00:00,2020-11-19 13:30:00,https://mckinsey.zoom.us/j/96175406465?pwd=bnJZYmJFaERXVlJBVUQzeHlsd3pidz09,2020-11-19,13:00:00
956,956,Security Project - update,2020-11-19 15:35:00,2020-11-19 16:30:00,https://rackspace.zoom.us/j/96702929013?from=addon,2020-11-19,15:35:00
957,957,Canceled: RXT security - management systems,2020-11-19 16:30:00,2020-11-19 17:00:00,https://mckinsey.zoom.us/j/99449672108?pwd=SlZyWXYzYW8yVmFNd1RCMHlOU1k1QT09,2020-11-19,16:30:00
958,958,Armor discussion,2020-11-20 07:15:00,2020-11-20 07:30:00,https://mckinsey.zoom.us/j/93376501485?pwd=bVhaR2VmUEZTWm5lNURURGtOTlBMdz09,2020-11-20,07:15:00
959,959,"RXT security PS (Rich, Gui first 30mins)",2020-11-20 11:00:00,2020-11-20 11:30:00,https://mckinsey.zoom.us/j/94126248987?pwd=MG5oRTNHOXBrbHhnd0ZrMDAzRHBSZz09,2020-11-20,11:00:00
960,960,[EXT]Canceled: [EXT]Canceled: Security - Operational Diligence Workstream Check-In,2020-11-20 13:00:00,2020-11-20 14:00:00,https://rackspace.zoom.us/j/93177502698?pwd=RVlYK3FudlhoS1p0eUphLzU3Z1lzQT09&from=msft,2020-11-20,13:00:00
961,961,"Zoom Interview with Raphael, App Ecosystem Manager @ Aircall",2020-11-23 07:15:00,2020-11-23 08:00:00,,2020-11-23,07:15:00
962,962,Kevin Zhang and Wyatt Kim,2020-11-23 13:00:00,2020-11-23 13:45:00,https://us02web.zoom.us/j/83824829608,2020-11-23,13:00:00
963,963,Angeli/Kevin Meeting,2020-11-24 08:00:00,2020-11-24 08:30:00,https://mckinsey.zoom.us/j/99712230282?pwd=WjBhTWlnMTI2ZHZSWGdEMU1OYjB6QT09,2020-11-24,08:00:00
964,964,[EXT]Canceled: [EXT]Canceled: GTM / Lead Gen Strategy Workstream (wkly),2020-11-24 16:00:00,2020-11-24 16:30:00,https://rackspace.zoom.us/j/99871200816,2020-11-24,16:00:00
965,965,"Zoom Interview with Antoine Moreau, Partnerships Team Manager @ Aircall",2020-11-25 07:00:00,2020-11-25 07:30:00,,2020-11-25,07:00:00
966,966,Learning Week: Embracing your Individual Leadership Journey,2020-11-30 05:00:00,2020-11-30 20:00:00,Virtual Meeting,2020-11-30,05:00:00
967,967,Kevin Zhang and Eric Lieberman,2020-12-01 06:30:00,2020-12-01 07:00:00,,2020-12-01,06:30:00
